From	To	Species	Gene Name
1425459_at	Q3V030	Mus musculus	predicted gene 4880; myotubularin related protein 2
1425459_at	B8JJF4	Mus musculus	predicted gene 4880; myotubularin related protein 2
1448417_at	O70131	Mus musculus	ninjurin 1
1448417_at	Q3TXT8	Mus musculus	ninjurin 1
1448417_at	Q8BP68	Mus musculus	ninjurin 1
1417423_at	Q9ESF4	Mus musculus	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
1417423_at	Q9CWB0	Mus musculus	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
1417423_at	Q8CI25	Mus musculus	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
1416340_a_at	Q9DBQ1	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	Q3TB95	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	O09159	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	Q3TBM1	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	O55037	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	Q64443	Mus musculus	mannosidase 2, alpha B1
1416340_a_at	Q3UGH3	Mus musculus	mannosidase 2, alpha B1
1436670_x_at	Q8CID2	Mus musculus	RIKEN cDNA 1700019G17 gene
1436670_x_at	Q9DA67	Mus musculus	RIKEN cDNA 1700019G17 gene
1423047_at	A6PWR9	Mus musculus	toll interacting protein
1423047_at	Q543N1	Mus musculus	toll interacting protein
1423047_at	Q9D5P5	Mus musculus	toll interacting protein
1423047_at	Q8C5G6	Mus musculus	toll interacting protein
1423047_at	Q9QZ06	Mus musculus	toll interacting protein
1423047_at	Q8BQL7	Mus musculus	toll interacting protein
1423047_at	A6PWS1	Mus musculus	toll interacting protein
1422914_at	Q149T2	Mus musculus	trans-acting transcription factor 5
1422914_at	Q9JHX2	Mus musculus	trans-acting transcription factor 5
1431592_a_at	B1AZ87	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q9DC14	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R551	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	B1AZ86	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q9CTQ9	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R550	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R545	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R546	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8CAL8	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R547	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R548	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8R549	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	A2AG61	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q9JKC3	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q3TSX2	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q3TT90	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q8CEF6	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	B1AVE8	Mus musculus	SH3-domain kinase binding protein 1
1431592_a_at	Q3TA88	Mus musculus	SH3-domain kinase binding protein 1
1435732_x_at	A3KML5	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q8C1D9	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	P23967	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q4KL27	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q3TD69	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q5XK06	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q3UK60	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	Q80YP7	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1435732_x_at	P63082	Mus musculus	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2; ATPase, H+ transporting, lysosomal V0 subunit C
1439255_s_at	Q8C7F6	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1439255_s_at	Q8BNQ3	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1439255_s_at	Q3UGH7	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1439255_s_at	Q9JHD9	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1439255_s_at	Q3T9U4	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1439255_s_at	Q99LK4	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1421384_at	Q62403	Mus musculus	lysosomal trafficking regulator
1421384_at	Q8BQ04	Mus musculus	lysosomal trafficking regulator
1421384_at	Q3TV54	Mus musculus	lysosomal trafficking regulator
1421384_at	Q8BN38	Mus musculus	lysosomal trafficking regulator
1421384_at	Q8VBS6	Mus musculus	lysosomal trafficking regulator
1421384_at	Q3U4C2	Mus musculus	lysosomal trafficking regulator
1421384_at	P97412	Mus musculus	lysosomal trafficking regulator
1450781_at	Q6NSP9	Mus musculus	predicted gene 7996; high mobility group AT-hook 2
1450781_at	P52927	Mus musculus	predicted gene 7996; high mobility group AT-hook 2
1450781_at	Q3UQW0	Mus musculus	predicted gene 7996; high mobility group AT-hook 2
1427448_at	Q99L08	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q9EQF9	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q3U983	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q5QNU3	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q5QNU2	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q9CRP3	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q5QNU4	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q3TR27	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	A1L322	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	Q9JI94	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1427448_at	O35551	Mus musculus	rabaptin, RAB GTPase binding effector protein 1
1452527_a_at	Q9JJX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9JJX5	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9JJX6	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9JJX3	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9Z256	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9Z257	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q3UCX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q3TR36	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1452527_a_at	Q9WUN9	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1424383_at	Q99LG1	Mus musculus	transmembrane protein 51
1424383_at	A2AC36	Mus musculus	transmembrane protein 51
1424383_at	Q3TPZ3	Mus musculus	transmembrane protein 51
1417312_at	Q9QUN9	Mus musculus	dickkopf homolog 3 (Xenopus laevis)
1418935_at	Q5U4B3	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	O70334	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q3UEW7	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q3UG69	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q3UFW1	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q2WEA6	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q3UFV6	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q3TPG5	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q640P5	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1418935_at	Q2TV84	Mus musculus	transient receptor potential cation channel, subfamily M, member 1
1452130_at	Q8BW13	Mus musculus	similar to thioredoxin-related transmembrane protein 2; predicted gene 5499; thioredoxin domain containing 14
1452130_at	Q9D710	Mus musculus	similar to thioredoxin-related transmembrane protein 2; predicted gene 5499; thioredoxin domain containing 14
1436236_x_at	Q9CQI6	Mus musculus	coactosin-like 1 (Dictyostelium)
1436236_x_at	Q544F6	Mus musculus	coactosin-like 1 (Dictyostelium)
1424309_a_at	Q9Z224	Mus musculus	molybdenum cofactor synthesis 2
1424309_a_at	Q9DCK1	Mus musculus	molybdenum cofactor synthesis 2
1424309_a_at	Q9Z223	Mus musculus	molybdenum cofactor synthesis 2
1424309_a_at	Q9D6Q0	Mus musculus	molybdenum cofactor synthesis 2
1424309_a_at	Q8R1M7	Mus musculus	molybdenum cofactor synthesis 2
1424309_a_at	Q8C5E5	Mus musculus	molybdenum cofactor synthesis 2
1429400_at	Q8C6W8	Mus musculus	chloride channel 5
1429400_at	B1AXN0	Mus musculus	chloride channel 5
1429400_at	Q3UL16	Mus musculus	chloride channel 5
1429400_at	Q9WVD4	Mus musculus	chloride channel 5
1429400_at	Q8CI67	Mus musculus	chloride channel 5
1424732_s_at	Q9CXT7	Mus musculus	transmembrane protein 192
1424732_s_at	Q8VDU8	Mus musculus	transmembrane protein 192
1424732_s_at	Q3THT5	Mus musculus	transmembrane protein 192
1424732_s_at	Q3V186	Mus musculus	transmembrane protein 192
1448946_at	Q3V2V1	Mus musculus	kinesin family member 3C
1448946_at	Q571A6	Mus musculus	kinesin family member 3C
1448946_at	Q3UT07	Mus musculus	kinesin family member 3C
1448946_at	O35066	Mus musculus	kinesin family member 3C
1448946_at	O35229	Mus musculus	kinesin family member 3C
1448946_at	Q3UZU0	Mus musculus	kinesin family member 3C
1448946_at	Q3UH55	Mus musculus	kinesin family member 3C
1415862_at	Q3UFK6	Mus musculus	tyrosinase-related protein 1
1415862_at	A2ADJ4	Mus musculus	tyrosinase-related protein 1
1415862_at	Q3UFS3	Mus musculus	tyrosinase-related protein 1
1415862_at	P07147	Mus musculus	tyrosinase-related protein 1
1452223_s_at	Q6ZPX3	Mus musculus	granule cell antiserum positive 14
1452223_s_at	Q2NKY3	Mus musculus	granule cell antiserum positive 14
1452223_s_at	Q3UHI0	Mus musculus	granule cell antiserum positive 14
1452223_s_at	Q3TA20	Mus musculus	granule cell antiserum positive 14
1452223_s_at	Q6P929	Mus musculus	granule cell antiserum positive 14
1452223_s_at	Q9DAD5	Mus musculus	granule cell antiserum positive 14
1452223_s_at	B2RT11	Mus musculus	granule cell antiserum positive 14
1460276_a_at	Q9Z112	Mus musculus	G protein-coupled receptor 175
1460276_a_at	Q8C240	Mus musculus	G protein-coupled receptor 175
1460276_a_at	Q99MU1	Mus musculus	G protein-coupled receptor 175
1460276_a_at	Q91Z36	Mus musculus	G protein-coupled receptor 175
1460276_a_at	Q80UD9	Mus musculus	G protein-coupled receptor 175
1429775_a_at	Q8C7F6	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1429775_a_at	Q8BNQ3	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1429775_a_at	Q3UGH7	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1429775_a_at	Q9JHD9	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1429775_a_at	Q3T9U4	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1429775_a_at	Q99LK4	Mus musculus	similar to Gpr137b protein; G protein-coupled receptor 137B
1449383_at	Q8CHQ1	Mus musculus	adenylosuccinate synthetase like 1
1449383_at	Q3UBP0	Mus musculus	adenylosuccinate synthetase like 1
1449383_at	P28650	Mus musculus	adenylosuccinate synthetase like 1
1417477_at	Q9DBW3	Mus musculus	gene trap locus F3b
1448385_at	Q91W98	Mus musculus	solute carrier family 15, member 4
1448385_at	Q7TPL5	Mus musculus	solute carrier family 15, member 4
1450105_at	O35598	Mus musculus	a disintegrin and metallopeptidase domain 10
1450105_at	Q6NZC0	Mus musculus	a disintegrin and metallopeptidase domain 10
1450105_at	B8JJJ0	Mus musculus	a disintegrin and metallopeptidase domain 10
1451629_at	Q99MQ2	Mus musculus	limb-bud and heart
1451629_at	Q9CX60	Mus musculus	limb-bud and heart
1417073_a_at	Q8K4X9	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q78ZE4	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q9CW34	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q78ZE5	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q3UQQ1	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q9QUH4	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	O88972	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q9R2A8	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q8K4Y1	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q8K4Y0	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q9QYS9	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q9Z246	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q61110	Mus musculus	similar to Quaking protein; quaking
1417073_a_at	Q61111	Mus musculus	similar to Quaking protein; quaking
1452015_at	Q80VW2	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q8CIJ7	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q8BMN2	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q8C0I7	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q80VW1	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q3UMC5	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q3TTV3	Mus musculus	RIKEN cDNA 6330416G13 gene
1452015_at	Q8R239	Mus musculus	RIKEN cDNA 6330416G13 gene
1455030_at	Q64455	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q3V2L7	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q8CIW9	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q3UH64	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	A2AWF8	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q541R5	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	A2AWF9	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q61373	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q8K3Q2	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1455030_at	Q3UHL5	Mus musculus	protein tyrosine phosphatase, receptor type, J; predicted gene 13768; predicted gene 13767
1418835_at	Q3TY48	Mus musculus	pleckstrin homology-like domain, family A, member 1
1418835_at	Q3UG87	Mus musculus	pleckstrin homology-like domain, family A, member 1
1418835_at	Q62392	Mus musculus	pleckstrin homology-like domain, family A, member 1
1423461_a_at	Q3UKM1	Mus musculus	ubiquitin-like 3
1423461_a_at	Q3UYL1	Mus musculus	ubiquitin-like 3
1423461_a_at	A4FTW0	Mus musculus	ubiquitin-like 3
1423461_a_at	Q9Z2M6	Mus musculus	ubiquitin-like 3
1423461_a_at	Q9Z2M5	Mus musculus	ubiquitin-like 3
1417116_at	Q8K4R3	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	B2LHN0	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	Q684J3	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	Q80YC9	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	A2ALM4	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	A2ALM6	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	A2ALM5	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	Q8VBW1	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	Q8R1L0	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1417116_at	A2ALM7	Mus musculus	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
1419127_at	Q925V2	Mus musculus	neuropeptide Y
1419127_at	P57774	Mus musculus	neuropeptide Y
1419127_at	Q9ET27	Mus musculus	neuropeptide Y
1460329_at	Q3UUA9	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1460329_at	Q9WVK5	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1460329_at	Q3TPM8	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1460329_at	Q3TQ34	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1460329_at	Q3UUN1	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1448241_at	Q61819	Mus musculus	GM2 ganglioside activator protein
1448241_at	Q60648	Mus musculus	GM2 ganglioside activator protein
1448241_at	Q5F1Z8	Mus musculus	GM2 ganglioside activator protein
1448241_at	Q61610	Mus musculus	GM2 ganglioside activator protein
1428164_at	A2AH31	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	Q8BVU5	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	Q8K1J4	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	A2AH30	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	A2AH27	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	Q3TZ68	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	A2AH28	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1428164_at	A2AH29	Mus musculus	nudix (nucleoside diphosphate linked moiety X)-type motif 9
1434674_at	Q62403	Mus musculus	lysosomal trafficking regulator
1434674_at	Q8BQ04	Mus musculus	lysosomal trafficking regulator
1434674_at	Q3TV54	Mus musculus	lysosomal trafficking regulator
1434674_at	Q8BN38	Mus musculus	lysosomal trafficking regulator
1434674_at	Q8VBS6	Mus musculus	lysosomal trafficking regulator
1434674_at	Q3U4C2	Mus musculus	lysosomal trafficking regulator
1434674_at	P97412	Mus musculus	lysosomal trafficking regulator
1436301_at	Q3ULK4	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q6A064	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q9CTP7	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q5EBN5	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q6XUX1	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	A1L3P8	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q8C923	Mus musculus	dual serine/threonine and tyrosine protein kinase
1436301_at	Q8C7D4	Mus musculus	dual serine/threonine and tyrosine protein kinase
1454678_s_at	Q8BYW9	Mus musculus	RIKEN cDNA A130022J15 gene
1425525_a_at	Q9JJX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9JJX5	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9JJX6	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9JJX3	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9Z256	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9Z257	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q3UCX4	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q3TR36	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1425525_a_at	Q9WUN9	Mus musculus	purinergic receptor P2X, ligand-gated ion channel 4
1417389_at	Q3U379	Mus musculus	glypican 1
1417389_at	Q3U3U3	Mus musculus	glypican 1
1417389_at	Q9QZF2	Mus musculus	glypican 1
1417389_at	Q8CD04	Mus musculus	glypican 1
1433720_s_at	Q2V056	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1433720_s_at	Q7TNL9	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1433720_s_at	Q8BW15	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 10
1450955_s_at	A2AEE8	Mus musculus	sortilin 1
1450955_s_at	Q6PHU5	Mus musculus	sortilin 1
1450955_s_at	Q8K043	Mus musculus	sortilin 1
1450955_s_at	Q3UHE2	Mus musculus	sortilin 1
1450955_s_at	Q9QXW6	Mus musculus	sortilin 1
1435133_at	A2AN90	Mus musculus	UDP-glucose ceramide glucosyltransferase
1435133_at	O88693	Mus musculus	UDP-glucose ceramide glucosyltransferase
1435758_at	Q3UUA9	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1435758_at	Q9WVK5	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1435758_at	Q3TPM8	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1435758_at	Q3TQ34	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1435758_at	Q3UUN1	Mus musculus	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6; similar to Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6)
1420919_at	Q3UAY2	Mus musculus	serum/glucocorticoid regulated kinase 3
1420919_at	Q3U9B2	Mus musculus	serum/glucocorticoid regulated kinase 3
1420919_at	Q3U907	Mus musculus	serum/glucocorticoid regulated kinase 3
1420919_at	Q9ERE3	Mus musculus	serum/glucocorticoid regulated kinase 3
1420919_at	Q8VEK1	Mus musculus	serum/glucocorticoid regulated kinase 3
1420919_at	Q3U9H2	Mus musculus	serum/glucocorticoid regulated kinase 3
1452234_s_at	Q8CEQ3	Mus musculus	transmembrane protein 191C
1452234_s_at	Q9JJB1	Mus musculus	transmembrane protein 191C
1425323_a_at	Q501J2	Mus musculus	family with sequence similarity 173, member A
1425323_a_at	Q91VW0	Mus musculus	family with sequence similarity 173, member A
1426207_at	Q05DR8	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q3V454	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q8BQA9	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	O88351	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q9R1J6	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q3USX8	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q5D0E0	Mus musculus	inhibitor of kappaB kinase beta
1426207_at	Q3U141	Mus musculus	inhibitor of kappaB kinase beta
1415983_at	Q3TJX0	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q61233	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q3U6Z1	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q3U9M7	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q3UE24	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q9CV77	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q3U6N7	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q3TAL9	Mus musculus	lymphocyte cytosolic protein 1
1415983_at	Q8R1X3	Mus musculus	lymphocyte cytosolic protein 1
1422180_a_at	P21845	Mus musculus	tryptase beta 2
1422180_a_at	Q61962	Mus musculus	tryptase beta 2
1424873_at	Q9CQJ4	Mus musculus	ring finger protein 2
1424873_at	O35729	Mus musculus	ring finger protein 2
